VIN,year,model,description,certified,convertible,M,Mileage,Location,interior,exterior,engine,fuel,transmission,drivetrain,mpg_hw,mpg_city,driving_assistance,executive,luxury_rear_seating,M_sport,price
WBAJA7C38HG906090,2017,5 Series,5 Series,0,0,0,33452,KY,Canberra Beige/Black,Black Sapphire Metallic,4 Cyl - 2 L,Gasoline,–,AWD,33,23,0,0,0,0,34491
WBAJA7C50JG908424,2018,5 Series,5 Series,0,0,0,31017,KY,Ivory White,Imperial Blue Metallic,4 Cyl - 2 L,Gasoline,–,AWD,33,23,0,0,0,0,35991
WBAJA7C53JWC75099,2018,5 Series,530i xDrive,0,0,0,36678,KY,Black Dakota Leather,Black Sapphire Metallic,4 Cyl - 2 L,Gasoline,Automatic,AWD,33,23,0,0,0,1,32991
WBAJA7C56JWA73258,2018,5 Series,5 Series,0,0,0,29703,KY,Canberra Beige/Black,Jet Black,4 Cyl - 2 L,Gasoline,–,AWD,33,23,0,0,0,0,35991
WBAJA7C57JWA74743,2018,5 Series,5 Series,0,0,0,21011,KY,Cognac,Imperial Blue Metallic,4 Cyl - 2 L,Gasoline,–,AWD,33,23,0,0,0,0,38591
WBAJB1C58JB374385,2018,5 Series,5 Series,0,0,0,26267,KY,Black,Alpine White,4 Cyl - 2 L,Hybrid,–,AWD,–,–,0,0,0,0,34991
WBAJE7C52KWW48958,2019,5 Series,5 Series,0,0,0,1001,KY,Black,Mediterranean Blue Metallic,6 Cyl - 3 L,Gasoline,–,AWD,29,21,0,0,0,0,54591
WBAJE7C53JWC57108,2018,5 Series,5 Series,0,0,0,30297,KY,Black,Black Sapphire Metallic,6 Cyl - 3 L,Gasoline,–,AWD,29,20,0,0,0,0,45991
WBAJS7C01LCE00302,2020,5 Series,M550i xDrive Sedan,0,0,1,19212,KY,Black Dakota Leather,Alpine White,8 Cyl - 4 L,Gasoline,Automatic,AWD,25,18,1,0,0,0,65591
WBAVL1C58FVY28767,2015,X1,X1,0,0,0,44464,KY,Black,Black Sapphire Metallic,4 Cyl - 2 L,Gasoline,–,AWD,32,22,0,0,0,0,19991
WBS6C9C5XED467240,2014,6 Series,M6,0,0,1,88518,KY,Black,Space Gray Metallic,8 Cyl - 4.40 L,Gasoline,–,RWD,20,14,0,0,0,0,38991
WBS8M9C56J5J78057,2018,3 Series,M3,0,0,1,30122,KY,Black,Black Sapphire Metallic,6 Cyl - 3 L,Gasoline,–,RWD,24,17,0,0,0,0,58991
WBXJG9C09L5P24439,2020,X1,X1,0,0,0,7865,KY,Black,Misano Blue Metallic,4 Cyl - 2 L,Gasoline,–,AWD,31,23,0,0,0,1,32991
5UXCR6C07LLL81588,2020,X5,X5 xDrive40i,1,0,0,11374,AK,Black Vernasca Leather,Phytonic Blue Metallic,I-6 cyl,Gasoline,Automatic,AWD,26,20,0,0,0,0,70999
5UXJU2C57KLN64773,2019,X5,X5 xDrive50i,0,0,0,8915,AK,Black Extended Merino Leather,Phytonic Blue Metallic,V-8 cyl,Gasoline,Automatic,AWD,22,17,0,1,0,1,72999
5UXKR6C5XJ0U14654,2018,X5,X5 xDrive50i,1,0,0,21737,AK,Black Dakota Leather,Carbon Black Metallic,V-8 cyl,Gasoline,Automatic,AWD,21,15,1,1,0,1,57999
5UXKU2C55J0X51479,2018,X6,X6 xDrive35i,1,0,0,45130,AK,Cognac Dakota Leather,Carbon Black Metallic,I-6 cyl,Gasoline,Automatic,AWD,24,18,0,0,0,1,52999
5UXTR9C58KLD93540,2019,X3,X3 xDrive30i,1,0,0,33440,AK,Black SensaTec,Alpine White,I-4 cyl,Gasoline,Automatic,AWD,29,22,0,0,0,0,41999
5UXUJ3C5XKLG54787,2019,X4,X4 xDrive30i,1,0,0,15915,AK,Black Vernasca Leather,Alpine White,I-4 cyl,Gasoline,Automatic,AWD,29,22,1,0,0,0,46999
5UXWX9C38H0W70146,2017,X3,X3 xDrive28i,0,0,0,26806,AK,Mocha Nevada Leather,Mineral Silver Metallic,I-4 cyl,Gasoline,Automatic,AWD,28,21,1,0,0,0,34499
5UXWX9C56G0D72505,2016,X3,X3,0,0,0,36204,AK,EXTERIOR,White,I-4 cyl,Gasoline,–,AWD,28,21,0,0,0,0,29999
5UXXW3C55J0Y66038,2018,X4,X4 xDrive28i,1,0,0,22887,AK,Black Nevada Leather,Alpine White,I-4 cyl,Gasoline,Automatic,AWD,28,20,1,0,0,0,39999
5UXXW7C52J0W64636,2018,X4,X4 M40i,1,0,1,17981,AK,Black Nevada Leather,Black Sapphire Metallic,I-6 cyl,Gasoline,Automatic,AWD,25,18,1,0,0,1,45499
WBA4F7C35HG787932,2017,4 Series,430i Gran Coupe SULEV,1,0,0,32214,AK,Venetian Beige/Black Dakota,Imperial Blue Metallic,I-4 cyl,Gasoline,Automatic,RWD,34,23,1,0,0,0,30499
WBA4J3C57KBL08391,2019,4 Series,430i,0,0,0,18370,AK,Black,Mineral White,I-4 cyl,Gasoline,–,AWD,33,23,0,0,0,0,42999
WBA8A3C5XJA499522,2018,3 Series,320i xDrive Sedan,1,0,0,8067,AK,Black SensaTec,Alpine White,I-4 cyl,Gasoline,Automatic,AWD,34,23,0,0,0,0,32999
WBA8D9G50JNU69734,2018,3 Series,330i xDrive Sedan SA,1,0,0,14879,AK,Black SensaTec,Mineral Grey Metallic,I-4 cyl,Gasoline,Automatic,AWD,33,23,0,0,0,1,35999
WBA8E3G51GNT80208,2016,3 Series,328i xDrive SA SULEV,0,0,0,12669,AK,Black SensaTec,Glacier Silver Metallic,I-4 cyl,Gasoline,Automatic,AWD,34,22,1,0,0,0,27499
WBAJE7C52JG891839,2018,5 Series,540i xDrive Sedan,1,0,0,51614,AK,Canberra Beg/Blk Dak Cont Stic,Imperial Blue Metallic,I-6 cyl,Gasoline,Automatic,AWD,29,20,1,0,0,0,39999
WBSJF0C0XLCE42572,2020,5 Series,M5 Competition Sedan,0,0,1,6649,AK,Black Full Merino Leather,Special Order Color,V-8 cyl,Gasoline,Automatic,AWD,21,15,1,1,0,0,98999
3MW5R1J01M8B77116,2021,3 Series,3 Series,0,0,0,MILES,AL,Canberra Beige,Black Sapphire Metallic,2.0L 4-Cyl Engine,Gasoline,–,RWD,36,26,0,0,0,0,41977
5UXCR4C0XM9F77384,2021,X5,X5,0,0,0,4131,AL,Canberra Beige/Black,Alpine White,3.0L Straight 6-Cyl Engine,Gasoline,–,RWD,26,21,0,0,0,0,59977
5UXKR2C39H0W43974,2017,X5,X5,0,0,0,62041,AL,Black,Space Gray Metallic,3.0L Straight 6-Cyl Engine,Gasoline,–,RWD,25,18,0,0,0,0,34977
5UXKR6C50J0U15036,2018,X5,X5,0,0,0,38975,AL,EXTERIOR,475/BLACK,4.4L DOHC V8 32v Twin Turbo Engine,Gasoline,–,AWD,21,15,0,0,0,0,52977
5UXTR9C59JLD67916,2018,X3,X3 xDrive30i,1,0,0,36337,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,AWD,29,22,1,0,0,0,33999
5UXTR9C5XJLD67276,2018,X3,X3 xDrive30i,1,0,0,26550,CA,Black Vernasca Leather,Glacier Silver Metallic,I-4 cyl,Other,Automatic,AWD,29,22,1,1,0,0,36999
5UXTY5C06M9D96582,2021,X3,X3 xDrive30i,0,0,0,4966,CA,Black SensaTec,Mineral White Metallic,I-4 cyl,Other,Automatic,AWD,29,23,0,0,0,0,43997
5UXWX9C5XH0T11916,2017,X3,X3 xDrive28i,0,0,0,27505,CA,Black Nevada Leather,Space Gray Metallic,I-4 cyl,Other,Automatic,AWD,28,21,1,0,0,0,29999
5YMKT6C34H0X20834,2017,X5,X5 M,0,0,1,71553,CA,Black Full Merino Leather,Mineral White Metallic,V-8 cyl,Other,Automatic,AWD,19,14,1,1,0,0,54999
WBA13AG02MCF34435,2021,5 Series,530e Sedan,0,0,0,3938,CA,Black Perforated SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,–,–,1,0,0,0,51398
WBA13AG09MCF43522,2021,5 Series,530e Sedan,0,0,0,4194,CA,Black Perforated SensaTec,Bluestone Metallic,I-4 cyl,Other,Automatic,RWD,–,–,1,0,0,0,51998
WBA2J1C50JVD09622,2018,2 Series,230i Coupe,1,0,0,13969,CA,Black SensaTec/Red Stitching,Mineral Grey Metallic,I-4 cyl,Other,Automatic,RWD,35,24,0,0,0,0,26999
WBA2M7C50JVA97301,2018,2 Series,230i Convertible,1,1,0,22667,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,29999
WBA2M7C56JVD51531,2018,2 Series,230i Convertible,1,1,0,8227,CA,Black SensaTec/Red Stitching,Jet Black,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,31999
WBA2M7C59JVD51166,2018,2 Series,230i Convertible,1,1,0,26742,CA,Oyster Dakota Leather,Seaside Blue Metallic,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,31999
WBA4J1C52JBG79707,2018,4 Series,430i Gran Coupe,1,0,0,14708,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,31698
WBA4J1C55JBM11845,2018,4 Series,430i Gran Coupe,1,0,0,12616,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,29798
WBA4J5C50JBF07859,2018,4 Series,440i Gran Coupe,0,0,0,26983,CA,Black SensaTec,Jet Black,I-6 cyl,Other,Automatic,RWD,32,21,0,0,0,0,30997
5UXTR7C51KLF36106,2019,X3,X3,0,0,0,21634,AL,EXTERIOR,668/BLACK,2.0L Twinpower Turbo In-Line 4-Cyl Engine,Gasoline,–,RWD,30,23,0,0,0,0,39977
5UXTR7C51KLR50287,2019,X3,X3,0,0,0,22285,AL,EXTERIOR,300/WHITE,2.0L Twinpower Turbo In-Line 4-Cyl Engine,Gasoline,–,RWD,30,23,0,0,0,0,37977
5UXTR7C58KLR48570,2019,X3,X3,0,0,0,10933,AL,EXTERIOR,A83/SILVER,2.0L Twinpower Turbo In-Line 4-Cyl Engine,Gasoline,–,RWD,30,23,0,0,0,0,39977
5UXTR9C59KLP95659,2019,X3,X3,0,0,0,37610,AL,Canberra Beige/Black,Alpine White,2.0L Twinpower Turbo In-Line 4-Cyl Engine,Gasoline,–,AWD,29,22,0,0,0,0,38977
5UXTY3C00M9F52426,2021,X3,X3,0,0,0,1002,AL,Canberra Beige/Black,Alpine White,2.0L 4-Cyl Engine,Gasoline,–,RWD,29,25,0,0,0,0,44977
5UXTY3C01M9G26128,2021,X3,X3,0,0,0,1002,AL,Canberra Beige/Black,Mineral White Metallic,2.0L 4-Cyl Engine,Gasoline,–,RWD,29,25,0,0,0,0,43977
5UXWZ7C30H0V88863,2017,X3,X3,0,0,0,49195,AL,EXTERIOR,WHITE,2.0L Twinpower Turbo In-Line 4-Cyl Engine,Gasoline,Automatic,RWD,28,21,1,0,0,0,28977
5UXXW3C58J0T83157,2018,X4,X4 xDrive28i,1,0,0,42121,AL,Black SensaTec,Alpine White,2.0L Twinpower Turbo In-Line 4-Cyl Engine,Gasoline,Automatic,AWD,28,20,0,0,0,0,34977
5UXXW3C5XJ0Z60514,2018,X4,X4,0,0,0,26055,AL,Black,Mineral White Metallic,2.0L Twinpower Turbo In-Line 4-Cyl Engine,Gasoline,–,AWD,28,20,0,0,0,0,39977
5UXXW7C5XJ0W65355,2018,X4,X4,0,0,0,34905,AL,Black,Black Sapphire Metallic,3.0L Straight 6-Cyl Engine,Gasoline,–,AWD,25,18,0,0,0,0,42977
WBA1M1C57GV394533,2016,2 Series,2 Series,0,0,0,80001,AL,EXTERIOR,WHITE,3.0L Twinpower Turbo Inline 6-Cyl 24v Engine,Gasoline,–,RWD,31,20,0,0,0,0,25977
WBA4J1C08LBU68340,2020,4 Series,4 Series,0,0,0,18221,AL,Black w/Red Stitching,Mineral White Metallic,2.0L DOHC 16-Valve 4-Cyl Turbocharged Engine,Gasoline,–,RWD,34,24,0,0,0,0,35977
WBA4J3C53KBL05746,2019,4 Series,4 Series,0,0,0,45360,AL,Cognac/Dark Brown,Imperial Blue Metallic,2.0L DOHC 16-Valve 4-Cyl Turbocharged Engine,Gasoline,–,AWD,33,23,0,0,0,0,31977
WBA4W3C50JAB87275,2018,4 Series,4 Series,0,0,0,27600,AL,Ivory White/Dark Oyster,Snapper Rocks Blue Metallic,2.0L 4-Cyl Engine,Gasoline,–,RWD,34,24,0,0,0,0,35977
WBA7T2C06MCF72563,2021,7 Series,7 Series,0,0,0,64,AL,Ivory White/Black,Individual Aventurin Red Metallic,3.0L Twinpower Turbo DOHC I-6 24v Engine,Gasoline,–,RWD,29,22,1,1,0,1,86977
WBA8B9C54JEE83439,2018,3 Series,3 Series,0,0,0,9535,AL,Black,Alpine White,2.0L 4-Cyl Engine,Gasoline,–,RWD,34,23,0,0,0,0,32977
WBA8E1G51JNU91952,2018,3 Series,3 Series,0,0,0,22400,AL,EXTERIOR,Mineral Gray Metallic,2.0L Twinpower Turbo 4-Cyl 16v DOHC Engine,Gasoline,–,RWD,35,23,0,0,0,0,25977
WBA8E1G57JNU90563,2018,3 Series,320i Sedan SA,0,0,0,23257,AL,Black SensaTec,Black Sapphire Metallic,2.0L Twinpower Turbo 4-Cyl 16v DOHC Engine,Gasoline,Automatic,RWD,35,23,0,0,0,0,25977
WBAJA5C54JWA37752,2018,5 Series,5 Series,0,0,0,9855,AL,Canberra Beige/Black,Cashmere Silver Metallic,2.0L 4-Cyl Turbo Engine,Gasoline,–,RWD,34,24,0,0,0,0,38977
WBXHT3Z37G4A50380,2016,X1,X1,0,0,0,19029,AL,EXTERIOR,ENGINE,2.0L Twinpower Turbo 4-Cyl 16v DOHC Engine,Gasoline,–,AWD,32,22,0,0,0,0,25977
WBXPA93446WG80950,2006,X3,X3,0,0,0,149945,AL,EXTERIOR,ENGINE,3.0L DOHC 24-Valve I6 Engine,Gasoline,–,AWD,25,17,0,0,0,0,6977
5UXCW2C57K0E74000,2019,X7,X7,0,0,0,7766,MI,Black,Jet Black,6 Cyl - 3 L,Gasoline,–,AWD,25,20,0,0,0,0,72999
5UXKR0C50J0X96819,2018,X5,X5,0,0,0,29911,MI,Canberra Beige,Alpine White,6 Cyl - 3 L,Gasoline,–,AWD,24,18,0,0,0,0,43999
5UXKR0C53J0X86706,2018,X5,X5,0,0,0,56147,MI,Mocha,Atlas Cedar Metallic,6 Cyl - 3 L,Gasoline,–,AWD,24,18,0,0,0,0,37999
5UXKR0C57J0X91939,2018,X5,X5 xDrive35i,1,0,0,27278,MI,Black Dakota Leather,Imperial Blue Metallic,6 Cyl - 3 L,Gasoline,Automatic,AWD,24,18,1,0,0,0,43999
5UXKS4C36H0U06018,2017,X5,X5 xDrive35d,1,0,0,22869,MI,Black Dakota Leather,Black Sapphire Metallic,6 Cyl - 3 L,Diesel,Automatic,AWD,29,23,1,0,0,0,43999
5UXTR9C50JLC75724,2018,X3,X3,0,0,0,42010,MI,Canberra Beige/Black,Alpine White,4 Cyl - 2 L,Gasoline,–,AWD,29,22,0,0,0,0,36999
5UXTR9C5XJLC81580,2018,X3,X3,0,0,0,21194,MI,Cognac,Dark Graphite Metallic,4 Cyl - 2 L,Gasoline,Automatic,AWD,29,22,1,0,0,0,37599
WBA3B3C51DF145855,2013,3 Series,3 Series,0,0,0,65471,MI,Venetian Beige,Jet Black,4 Cyl - 2 L,Gasoline,–,AWD,33,22,0,0,0,0,14999
WBA3R1C56FK194298,2015,4 Series,4 Series,0,0,0,41532,MI,Black,Black Sapphire Metallic,6 Cyl - 3 L,Gasoline,–,RWD,32,21,0,0,0,0,27499
WBA8D9G53JNU72000,2018,3 Series,3 Series,0,0,0,37915,MI,Black,Melbourne Red Metallic,4 Cyl - 2 L,Gasoline,–,AWD,33,23,0,0,0,0,27999
WBAJA7C55JG909634,2018,5 Series,5 Series,0,0,0,20891,MI,Black,Black Sapphire Metallic,4 Cyl - 2 L,Gasoline,–,AWD,33,23,0,0,0,0,36699
WBAJE7C5XJWC56523,2018,5 Series,540i xDrive Sedan,1,0,0,35242,MI,Ivory White Nappa Leather,Carbon Black Metallic,6 Cyl - 3 L,Gasoline,Automatic,AWD,29,20,1,0,0,1,38999
WBAJV6C52JBC99643,2018,6 Series,640i xDrive Gran Turismo,1,0,0,48353,MI,Black Nappa Leather,Glacier Silver Metallic,6 Cyl - 3 L,Gasoline,Automatic,AWD,28,20,0,1,0,0,38999
5UXCR6C00L9B07536,2020,X5,X5 xDrive40i,1,0,0,11817,AL,Coffee Vernasca Leather,Black Sapphire Metallic,I-6 cyl,Other,Automatic,AWD,26,20,0,0,0,0,60999
5UXCX4C5XKLS36307,2019,X7,X7,0,0,0,13611,AL,Caramel,Black,V-8 cyl,Other,–,AWD,21,15,0,0,0,0,83798
5UXKR0C52JL072127,2018,X5,X5 xDrive35i,1,0,0,28749,AL,Smoke White Ext Merino Leather,Mineral White Metallic,I-6 cyl,Other,Automatic,AWD,24,18,1,1,0,1,48999
5UXKR2C56J0Z19499,2018,X5,X5 sDrive35i,0,0,0,54953,AL,Canberra Beige/Black Dakota Le,Alpine White,I-6 cyl,Other,Automatic,Other,25,18,1,0,0,0,35999
5UXKR2C59J0X08555,2018,X5,X5 sDrive35i,1,0,0,16313,AL,Canberra Beige/Black Dakota Le,Black Sapphire Metallic,I-6 cyl,Other,Automatic,Other,25,18,1,0,0,0,40999
5UXTR9C52JLD64324,2018,X3,X3 xDrive30i,1,0,0,39435,AL,Canberra Beige Vernasca Lthr,Alpine White,I-4 cyl,Other,Automatic,AWD,29,22,1,0,0,0,39999
5UXTR9C55JLC77811,2018,X3,X3 xDrive30i,1,0,0,33803,AL,Canberra Beige/Black SensaTec,Phytonic Blue Metallic,I-4 cyl,Other,Automatic,AWD,29,22,0,0,0,0,33298
5UXTR9C55KLD98842,2019,X3,X3 xDrive30i,0,0,0,14199,AL,Canberra Beige/Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,AWD,29,22,0,0,0,0,38999
WBA4J1C01LCE52851,2020,4 Series,430i Gran Coupe,1,0,0,18073,AL,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,34,23,0,0,0,0,33397
WBA4J1C58KBM12263,2019,4 Series,430i Gran Coupe,0,0,0,24925,AL,Venetian Beige Sensatec,Alpine White,I-4 cyl,Other,Automatic,RWD,34,24,1,1,0,0,31999
WBA8B9G58JNV00377,2018,3 Series,330i Sedan SA,1,0,0,30080,AL,Black SensaTec,Melbourne Red Metallic,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,25298
WBA8E1G52HNU12590,2017,3 Series,320i,0,0,0,31785,AL,Black,Mediterranean Blue Metallic,I-4 cyl,Other,–,RWD,35,23,0,0,0,0,22999
WBA8E5G50JNU46864,2018,3 Series,320i xDrive Sedan SA,0,0,0,20119,AL,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,AWD,34,23,0,0,0,0,23897
WBAJA5C50JWA38526,2018,5 Series,530i Sedan,0,0,0,62005,AL,Black Dakota Leather,Jet Black,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,25696
WBAJA7C5XJWA74509,2018,5 Series,530i xDrive Sedan,1,0,0,42261,AL,Black Dakota Leather,Mineral White Metallic,I-4 cyl,Other,Automatic,AWD,33,23,1,0,0,0,31798
WBAJA9C57JB033884,2018,5 Series,530e iPerformance,0,0,0,37396,AL,Black Dakota Leather,Alpine White,I-4 cyl,Other,Automatic,RWD,–,–,1,0,0,0,30998
WBAJE5C52JWA94911,2018,5 Series,540i Sedan,0,0,0,26423,AL,Black Dakota Leather,Alpine White,I-6 cyl,Other,Automatic,RWD,30,21,0,0,0,1,39999
WBS8M9C5XH5G83788,2017,3 Series,M3,0,0,1,27597,AL,Black,Sakhir Orange II Metallic,I-6 cyl,Other,–,RWD,26,17,0,0,0,0,55999
WBSJF0C55JB282743,2018,5 Series,M5 Sedan,1,0,1,26826,AL,Smoke White/Black Merino Leath,Champagne Quartz Metallic,V-8 cyl,Other,Automatic,AWD,21,15,1,1,0,0,80999
WBXHT3C52K5L36809,2019,X1,X1,0,0,0,22698,AL,Black,White,I-4 cyl,Other,Automatic,AWD,31,22,0,0,0,0,28196
WBXHT3Z38H4A57081,2017,X1,X1 xDrive28i Br SULEV,0,0,0,22597,AL,Black Perforated Dakota Leathe,Mineral Grey Metallic,I-4 cyl,Other,Automatic,AWD,31,22,1,0,0,0,25996
WBXHU7C35J5H43768,2018,X1,X1,0,0,0,60060,AL,Black,Black,I-4 cyl,Other,–,FWD,32,23,0,0,0,0,25999
WBXHU7C3XJ5H40557,2018,X1,X1 sDrive28i,1,0,0,37412,AL,Oyster Perforated Dakota,Glacier Silver Metallic,I-4 cyl,Other,Automatic,FWD,32,23,0,0,0,0,25798
WBXYJ3C37JEB37731,2018,X2,X2 sDrive28i,0,0,0,20495,AL,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,FWD,32,23,0,0,0,0,26997
3MW5R7J05L8B22993,2020,3 Series,3 Series,0,0,0,17214,OH,Black,Mineral White,I-4 cyl,Other,–,AWD,34,25,0,0,0,0,40000
3MW5R7J0XL8B23122,2020,3 Series,330i xDrive Sedan NA,0,0,0,16079,OH,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,AWD,34,25,0,0,0,0,38995
5UXCR6C02M9E78361,2021,X5,X5 xDrive40i,0,0,0,4815,OH,Coffee Vernasca Leather,Alpine White,I-6 cyl,Other,Automatic,AWD,25,21,0,0,0,0,68645
5UXCR6C09M9E72265,2021,X5,X5 xDrive40i,0,0,0,4840,OH,Black SensaTec,Jet Black,I-6 cyl,Other,Automatic,AWD,25,21,0,0,0,0,58990
5UXCX4C52KLB39704,2019,X7,X7 xDrive50i,1,0,0,17532,OH,Black Extended Merino Leather,Carbon Black Metallic,V-8 cyl,Other,Automatic,AWD,21,15,0,0,0,1,90000
5UXJU2C56KLN65560,2019,X5,X5,0,0,0,28344,OH,Black,Arctic Gray,V-8 cyl,Other,Automatic,AWD,22,17,0,0,0,1,70000
5UXKR0C39H0V79102,2017,X5,X5 xDrive35i,1,0,0,43625,OH,Black Dakota Leather,Glacier Silver Metallic,I-6 cyl,Other,Automatic,AWD,24,18,1,0,0,0,38980
5UXKR0C56J0X99952,2018,X5,X5 xDrive35i,1,0,0,16627,OH,Terra Brown Dakota Leather,Dark Graphite Metallic,I-6 cyl,Other,Automatic,AWD,24,18,1,1,0,0,48980
5UXKR0C57J0X92086,2018,X5,X5 xDrive35i,1,0,0,47063,OH,Black Dakota Leather,Glacier Silver Metallic,I-6 cyl,Other,Automatic,AWD,24,18,1,1,0,0,40000
5UXKU2C56K0Z65558,2019,X6,X6 xDrive35i,1,0,0,11627,OH,Black Dakota Leather,Space Gray Metallic,I-6 cyl,Other,Automatic,AWD,24,18,1,0,0,1,58980
5UXTR9C50JLD64113,2018,X3,X3 xDrive30i,1,0,0,31216,OH,Cognac Vernasca Leather,Phytonic Blue Metallic,I-4 cyl,Other,Automatic,AWD,29,22,1,0,0,0,40000
5UXTR9C50KLP91161,2019,X3,X3 xDrive30i,1,0,0,8441,OH,Canberra Beige Vernasca Lthr,Phytonic Blue Metallic,I-4 cyl,Other,Automatic,AWD,29,22,1,1,0,0,47735
5UXTR9C55JLD67461,2018,X3,X3 xDrive30i,1,0,0,24698,OH,Black SensaTec,Dark Graphite Metallic,I-4 cyl,Other,Automatic,AWD,29,22,0,0,0,0,36980
5UXTR9C55JLD89069,2018,X3,X3 xDrive30i,1,0,0,40623,OH,Cognac Vernasca Leather,Phytonic Blue Metallic,I-4 cyl,Other,Automatic,AWD,29,22,1,1,0,1,38980
5UXTR9C5XKLD94351,2019,X3,X3 xDrive30i,1,0,0,35815,OH,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,AWD,29,22,0,0,0,0,38980
5UXTR9C5XKLR09216,2019,X3,X3 xDrive30i,1,0,0,14080,OH,Mocha Vernasca Leather,Alpine White,I-4 cyl,Other,Automatic,AWD,29,22,1,0,0,0,42980
5UXTS3C52J0Y97225,2018,X3,X3 M40i,1,0,1,41894,OH,Black Leather w/blue stitching,Phytonic Blue Metallic,I-6 cyl,Other,Automatic,AWD,27,20,1,0,0,0,41980
5UXTS3C55JLA46067,2018,X3,X3 M40i,1,0,1,39640,OH,Black Vernasca Leather,Black Sapphire Metallic,I-6 cyl,Other,Automatic,AWD,27,20,1,0,0,0,42980
5UXTS3C59K0Z03233,2019,X3,X3 M40i,0,0,1,2750,OH,Cognac Vernasca Leather,Alpine White,I-6 cyl,Other,Automatic,AWD,27,20,1,1,0,0,55980
5UXTY5C00M9E14106,2021,X3,X3 xDrive30i,0,0,0,4790,OH,Black SensaTec,Dark Graphite Metallic,I-4 cyl,Other,Automatic,AWD,29,23,0,0,0,0,47990
5UXTY5C08M9E06593,2021,X3,X3 xDrive30i,1,0,0,5448,OH,Black SensaTec,Glacier Silver Metallic,I-4 cyl,Other,Automatic,AWD,29,23,0,0,0,0,51445
5UXWX9C35H0W66555,2017,X3,X3 xDrive28i,1,0,0,47155,OH,Oyster Nevada Leather,Alpine White,I-4 cyl,Other,Automatic,AWD,28,21,1,0,0,1,30000
5UXXW7C55J0W65313,2018,X4,X4 M40i,1,0,1,29030,OH,Black Nevada Leather,Long Beach Blue Metallic,I-6 cyl,Other,Automatic,AWD,25,18,1,0,0,1,45890
5UXXW7C57J0W64504,2018,X4,X4 M40i,1,0,1,37445,OH,Black Nevada Leather,Carbon Black Metallic,I-6 cyl,Other,Automatic,AWD,25,18,1,0,0,1,42980
5UXZV4C54D0B00522,2013,X5,X5,0,0,0,131612,OH,Black,Titanium Silver,I-6 cyl,Other,–,AWD,23,16,0,0,0,0,12980
5YMKT6C57J0X21225,2018,X5,X5 M,1,0,1,38985,OH,Special Order Upholstery,Black Sapphire Metallic,V-8 cyl,Other,Automatic,AWD,19,14,0,1,0,0,73980
5YMKT6C59J0Y83373,2018,X5,X5 M,1,0,1,38362,OH,Mugello Red Full Merino Leathe,Donington Grey Metallic,V-8 cyl,Other,Automatic,AWD,19,14,0,1,0,0,72980
5YMKW8C52K0Y74986,2019,X6,X6 M,0,0,1,6484,OH,Silverstone,Black Sapphire,V-8 cyl,Other,Automatic,AWD,19,14,0,1,0,0,85000
WBA13BJ09MCF07103,2021,5 Series,530i xDrive Sedan,0,0,0,4862,OH,Canberra Beige Perforated Sens,Alpine White,I-4 cyl,Other,Automatic,AWD,32,23,1,0,0,0,56990
WBA1M5C55GV327419,2016,2 Series,M235i xDrive Convertible,0,1,1,28894,OH,Terra Brown Dakota Leather,Black Sapphire Metallic,I-6 cyl,Other,Automatic,AWD,30,20,1,0,0,0,35000
WBA3B3G56ENR84112,2014,3 Series,328i xDrive Sedan,0,0,0,81415,OH,Black Dakota Leather,Alpine White,I-4 cyl,Other,Automatic,AWD,33,22,0,0,0,0,15980
WBA4F9C53HG811996,2017,4 Series,4 Series,0,0,0,49224,OH,Black,Jet Black,I-4 cyl,Other,Automatic,AWD,33,23,1,0,0,0,26998
WBA4J3C05LBL11800,2020,4 Series,4 Series,0,0,0,13475,OH,Coral Red,Alpine White,I-4 cyl,Other,Automatic,AWD,31,21,0,0,0,1,40980
WBA4J3C06LBL12082,2020,4 Series,430i xDrive Gran Coupe,0,0,0,12251,OH,Cognac Lthr w/Dark Brown hglgt,Alpine White,I-4 cyl,Other,Automatic,AWD,31,21,0,0,0,1,41844
WBA4J3C0XLBL11789,2020,4 Series,430i xDrive Gran Coupe,1,0,0,20449,OH,Venetian Beige Sensatec,Glacier Silver Metallic,I-4 cyl,Other,Automatic,AWD,31,21,0,0,0,0,38236
WBA4J3C59JBB97585,2018,4 Series,4 Series,0,0,0,13764,OH,Black,Snapper Rocks Blue,I-4 cyl,Other,Automatic,AWD,33,23,0,0,0,1,35587
