VIN,year,model,description,certified,convertible,M,Mileage,Location,interior,exterior,engine,fuel,transmission,drivetrain,mpg_hw,mpg_city,driving_assistance,executive,luxury_rear_seating,M_sport,price
WBA5R1C59KFH09311,2019,3 Series,3 Series,0,0,0,14937,CA,Black SensaTec,Black Sapphire Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,36,26,0,0,0,0,30845
WBA5R7C00LFH53237,2020,3 Series,330i xDrive Sedan,0,0,0,8571,CA,Black SensaTec,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,34,25,0,0,0,1,39945
WBA5R7C54KAJ87619,2019,3 Series,330i xDrive Sedan,0,0,0,9418,CA,Mocha Vernasca Leather,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,34,25,0,0,0,1,38930
WBA5R7C5XKAE82694,2019,3 Series,330i xDrive Sedan,0,0,0,7323,CA,Black SensaTec,Portimao Blue Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,34,25,0,0,0,1,40970
WBA6D4C57JGA01006,2018,6 Series,650i Gran Coupe,1,0,0,33127,CA,Black Nappa Leather,Alpine White,8 Cylinder Engine 4.4,Gasoline,Automatic,RWD,25,17,1,0,0,1,52881
WBA6D6C55JG945878,2018,6 Series,ALPINA B6 xDrive Gran Coupe,1,0,0,35446,CA,Black Nappa Leather,ALPINA Blue Metallic,8 Cylinder Engine 4.4L,Gasoline,Automatic,AWD,25,16,1,1,0,0,72895
WBA6H5C50HGJ88249,2017,6 Series,650i Coupe,0,0,0,37300,CA,Vermilion Red Nappa Leather,Alpine White,8 Cylinder Engine 4.4L,Gasoline,Automatic,RWD,24,17,1,0,0,1,41881
WBA73AK01L7F26805,2020,2 Series,2 Series,0,0,0,1071,CA,Mocha Leather,Storm Bay Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,0,0,0,1,44495
WBA73AK03M7G47434,2021,2 Series,228i xDrive Gran Coupe,0,0,0,4634,CA,Black SensaTec,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,0,0,0,0,39845
WBA73AK0XL7F26804,2020,2 Series,2 Series,0,0,0,791,CA,Mocha Leather,Storm Bay Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,0,0,0,1,44495
WBA7F0C50JGM23879,2018,7 Series,750i Sedan,1,0,0,14746,CA,Black Nappa Leather,Black Sapphire Metallic,8 Cylinder Engine 4.4L,Gasoline,Automatic,RWD,25,17,1,1,0,1,58800
WBA7F0C56JGM22476,2018,7 Series,750i Sedan,1,0,0,4588,CA,Tartufo Full Merino Leather,Special Order Color,8 Cylinder Engine 4.4L,Gasoline,Automatic,RWD,25,17,1,1,0,1,69885
WBA7F0C58JGM23712,2018,7 Series,750i Sedan,1,0,0,26956,CA,Ivory White/Blk Nappa Leather,Black Sapphire Metallic,8 Cylinder Engine 4.4L,Gasoline,Automatic,RWD,25,17,0,0,0,1,53881
WBA7F2C50JG423537,2018,7 Series,7 Series,0,0,0,16028,CA,black nappa leather,Jatoba Brown Metallic,8 Cylinder Engine 4.4L,Gasoline,Automatic,AWD,25,16,1,1,1,0,59745
WBA7H6C51JG614630,2018,7 Series,7 Series,0,0,0,9489,CA,black nappa leather,Magellan Gray Metallic,12 Cylinder Engine 6.6L,Gasoline,Automatic,AWD,20,13,0,0,0,0,81995
WBA7T4C05LGF97084,2020,7 Series,740i xDrive Sedan,0,0,0,5173,CA,Ivory White/Blk Nappa Leather,Arctic Grey Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,AWD,28,20,0,0,0,0,77895
WBA8A9C3XHAC99870,2017,3 Series,320i Sedan,1,0,0,26824,CA,Black SensaTec,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,35,23,1,0,0,0,20881
WBA8A9C5XJAC99956,2018,3 Series,320i Sedan,0,0,0,35855,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0,Gasoline,Automatic,RWD,35,24,0,0,0,0,18881
WBA8B3G32HNU35953,2017,3 Series,340i Sedan SA,1,0,0,30903,CA,Leather Black/Red hghlgt/Stitc,Black Sapphire Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,32,21,1,0,0,0,30881
WBA8B3G33HNU35850,2017,3 Series,340i Sedan SA,1,0,0,30044,CA,Black Dak Lthr w/ Oyster hglgt,Mineral Grey Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,32,21,1,0,0,0,29881
WBA8B3G56JNV01198,2018,3 Series,340i Sedan SA,1,0,0,34040,CA,Coral Red Dakota Leather,Mineral Grey Metallic,Straight 6 Cylinder Engine 3.0,Gasoline,Automatic,RWD,32,21,0,0,0,1,36881
WBA8B9C3XHK885117,2017,3 Series,330i Sedan SULEV,1,0,0,31609,CA,Leather Black/Red hghlgt/Stitc,Melbourne Red Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,22881
WBA8B9G30HNU52883,2017,3 Series,330i Sedan SA SULEV,1,0,0,33277,CA,Black Dak Lthr w/ Oyster hglgt,Black Sapphire Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,22881
WBA8B9G31HNU53105,2017,3 Series,330i Sedan SA SULEV,1,0,0,32698,CA,Black Dak Lthr w/ Oyster hglgt,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,22881
WBA8B9G31HNU53153,2017,3 Series,330i Sedan SA SULEV,1,0,0,33051,CA,Saddle Brown Dakota Leather,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,21881
WBA8B9G32HNU53274,2017,3 Series,3 Series,1,0,0,35558,CA,Black/Red highlight,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,22881
WBA8B9G33HNU52652,2017,3 Series,330i Sedan SA SULEV,1,0,0,41030,CA,VenetianBeige/DarkOyster,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,21881
WBA8B9G36HNU52872,2017,3 Series,330i Sedan SA SULEV,1,0,0,26499,CA,Black Dak Lthr w/ Oyster hglgt,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,22881
WBA8B9G37HNU53190,2017,3 Series,330i Sedan SA SULEV,1,0,0,25460,CA,Saddle Brown Dakota Leather,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,23881
WBA8B9G39HNU52977,2017,3 Series,330i Sedan SA SULEV,1,0,0,41062,CA,Black Dak Lthr w/ Oyster hglgt,Mineral White Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,21881
WBA8B9G39HNU53305,2017,3 Series,330i Sedan SA SULEV,1,0,0,33180,CA,Saddle Brown Dakota Leather,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,22881
WBA8B9G3XHNU52938,2017,3 Series,330i Sedan SA SULEV,1,0,0,33474,CA,Black Dak Lthr w/ Oyster hglgt,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,23,1,0,0,0,22881
WBA8B9G54JNU98613,2018,3 Series,330i Sedan SA,1,0,0,31609,CA,Black SensaTec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,0,0,0,0,22881
WBA8D9G32HNU63569,2017,3 Series,330i xDrive Sedan SA SULEV,1,0,0,12025,CA,Oyster Dakota Leather,Melbourne Red Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,1,0,0,0,26881
WBA8E1C55JA756353,2018,3 Series,330e iPerformance,1,0,0,14450,CA,Black SensaTec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,24881
WBA8E1C56JA171555,2018,3 Series,330e iPerformance,1,0,0,12515,CA,Venetian Beige Sensatec,Sunset Orange Metallic,4 Cylinder Engine 2.0,Gasoline,Automatic,RWD,–,–,0,0,0,0,28881
WBA8E1C58JA171427,2018,3 Series,330e iPerformance,1,0,0,19273,CA,Black Dak Lthr w/ Oyster hglgt,Sunset Orange Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,1,1,0,0,27881
WBA8E1C59JA178046,2018,3 Series,330e iPerformance,1,0,0,22081,CA,Black SensaTec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,23881
WBA8E1C59JA178189,2018,3 Series,330e iPerformance,1,0,0,20869,CA,Venetian Beige Sensatec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,22881
WBA8E1C59JA762530,2018,3 Series,330e iPerformance,1,0,0,7279,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,26881
WBA8E1G51JNU89554,2018,3 Series,320i Sedan SA,1,0,0,16579,CA,Venetian Beige Sensatec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,35,24,0,0,0,0,22881
WBA8E1G53JNU90446,2018,3 Series,320i Sedan SA,1,0,0,4441,CA,Venetian Beige Sensatec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,35,24,0,0,0,0,23881
WBA8E1G57JNU93513,2018,3 Series,320i Sedan SA,1,0,0,8824,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,35,24,0,0,0,0,22881
WBA8E1G59JNU89480,2018,3 Series,320i Sedan SA,1,0,0,9717,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0,Gasoline,Automatic,RWD,35,24,0,0,0,0,24881
WBA8E5C58JA507715,2018,3 Series,328d Sedan,1,0,0,8091,CA,Black SensaTec,Mineral White Metallic,4 Cylinder Engine 2.0L,Diesel,Automatic,RWD,43,31,0,0,0,0,29881
WBA8E5G35HNU42690,2017,3 Series,320i xDrive Sedan SA,1,0,0,28660,CA,Black SensaTec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,34,23,0,0,0,0,19881
WBA8E5G37HNU42903,2017,3 Series,320i xDrive Sedan SA,1,0,0,25318,CA,Venetian Beige Sensatec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,34,23,0,0,0,0,20881
WBA8E5G51JNU45786,2018,3 Series,320i xDrive Sedan SA,1,0,0,20274,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,34,23,0,0,0,0,22881
WBA8Z5C52GG501113,2016,3 Series,328i xDrive Gran Turismo SULEV,0,0,0,41476,CA,Oyster Dakota Leather,Midnight Blue Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,34,22,1,0,0,0,21881
WBA8Z9C32HG827016,2017,3 Series,330i xDrive Gran Turismo SULEV,1,0,0,35180,CA,Saddle Brown Dakota Leather,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,1,0,0,0,27881
WBA8Z9C32HG827260,2017,3 Series,3 Series,1,0,0,41782,CA,Coral Red Dakota Leather,Mineral White Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,1,0,0,0,25881
WBA8Z9C3XHG827541,2017,3 Series,330i xDrive Gran Turismo SULEV,1,0,0,24918,CA,Black SensaTec/Red Stitching,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,1,0,0,0,25881
WBA8Z9C51JG827631,2018,3 Series,330i xDrive Gran Turismo,1,0,0,27147,CA,Cognac Lthr w/Dark Brown hglgt,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,1,0,0,0,28881
WBA8Z9C51JG828570,2018,3 Series,330i xDrive Gran Turismo,1,0,0,42237,CA,Black SensaTec/Red Stitching,Glacier Silver Metallic,4 Cylinder Engine 2.0,Gasoline,Automatic,AWD,33,23,0,0,0,0,26881
WBA8Z9C56JG828595,2018,3 Series,330i xDrive Gran Turismo,1,0,0,40283,CA,Black SensaTec/Red Stitching,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,0,0,0,0,26881
WBABC4C50KBU95531,2019,8 Series,M850i xDrive Coupe,0,0,1,4664,CA,Black Extended Merino Leather,Sunset Orange Metallic,8 Cylinder Engine 4.4L,Gasoline,Automatic,AWD,25,18,0,0,0,0,85895
WBAJA5C36HWA35025,2017,5 Series,5 Series,1,0,0,26333,CA,Canberra Beige/Black,Atlas Cedar Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,1,0,0,0,29881
WBAJA5C36HWA35087,2017,5 Series,5 Series,1,0,0,25045,CA,Black SensaTec,Mineral White Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,1,0,0,0,29881
WBAJA5C39HG897999,2017,5 Series,5 Series,1,0,0,15929,CA,Black Dakota Leather,Glacier Silver Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,0,0,0,0,29881
WBAJA5C52JG898399,2018,5 Series,5 Series,1,0,0,12449,CA,Black Dakota Leather,Bluestone Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,0,0,0,0,32881
WBAJA5C52JG898418,2018,5 Series,530i Sedan,1,0,0,26940,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,0,0,0,0,31881
WBAJA5C53JG898508,2018,5 Series,530i Sedan,1,0,0,15957,CA,Black SensaTec,Glacier Silver Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,0,0,0,0,31881
WBAJA5C53KWW45888,2019,5 Series,5 Series,0,0,0,20164,CA,Black SensaTec,Cashmere Silver Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,0,0,0,0,34835
WBAJA5C54KBX46851,2019,5 Series,5 Series,0,0,0,7282,CA,Ivory White Dakota leather,Bluestone Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,0,0,0,1,39820
WBAJA5C56KBX49055,2019,5 Series,5 Series,0,0,0,20471,CA,Black SensaTec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,0,0,0,0,33860
WBAJA5C57JG898415,2018,5 Series,530i Sedan,1,0,0,34625,CA,Black SensaTec,Bluestone Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,1,0,0,0,30881
WBAJA5C57KWW49636,2019,5 Series,5 Series,0,0,0,22920,CA,Canberra Beige,Bluestone Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,0,0,0,0,33795
WBAJA5C58JWA36359,2018,5 Series,530i Sedan,1,0,0,31982,CA,Black SensaTec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,34,24,0,0,0,0,30881
WBAJA7C50JWC76257,2018,5 Series,5 Series,0,0,0,4562,CA,black nappa leather,Bluestone Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,1,0,0,1,37910
WBAJA7C51JWC76140,2018,5 Series,5 Series,0,0,0,6459,CA,Black Nappa,Bluestone Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,33,23,1,0,0,1,36910
WBAJA9C50JB249897,2018,5 Series,530e iPerformance,1,0,0,26657,CA,Canberra Beige/Black SensaTec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,29881
WBAJA9C52JB034280,2018,5 Series,530e iPerformance,1,0,0,30742,CA,Canberra Beige/Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,30881
WBAJA9C52JB034604,2018,5 Series,530e iPerformance,1,0,0,36175,CA,Cognac Dakota Leather,Dark Graphite Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,1,31881
WBAJA9C53JB032988,2018,5 Series,5 Series,1,0,0,17236,CA,Black Dakota Leather,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,32881
WBAJA9C53JB034577,2018,5 Series,530e iPerformance,1,0,0,19976,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,30881
WBAJA9C54JB033096,2018,5 Series,530e iPerformance,1,0,0,23185,CA,Black SensaTec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,31881
WBAJA9C54JB034281,2018,5 Series,530e iPerformance,1,0,0,22704,CA,Black SensaTec,Glacier Silver Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,31881
WBAJA9C56JB033083,2018,5 Series,5 Series,1,0,0,21528,CA,Black SensaTec,Glacier Silver Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,28881
WBAJA9C56JB034167,2018,5 Series,5 Series,1,0,0,21129,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,30881
WBAJA9C57JB033898,2018,5 Series,530e iPerformance,1,0,0,14941,CA,Canberra Beige/Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,34881
WBAJA9C57JG623019,2018,5 Series,530e iPerformance,1,0,0,25933,CA,Cognac Dakota Leather,Atlas Cedar Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,1,0,0,0,32881
WBAJA9C59JB034132,2018,5 Series,5 Series,1,0,0,21405,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,29881
WBAJA9C5XJB033460,2018,5 Series,5 Series,1,0,0,24108,CA,Canberra Beige/Black,Mineral White Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,–,–,0,0,0,0,31881
WBAJB9C58JB049864,2018,5 Series,M550i xDrive Sedan,1,0,1,20657,CA,Black Dakota Leather,Special Order Color,8 Cylinder Engine 4.4L,Gasoline,Automatic,AWD,25,16,1,0,0,0,57881
WBAJB9C59JB286086,2018,5 Series,M550i xDrive Sedan,1,0,1,26214,CA,Night Blue Dakota Leather,Azurite Black Metallic,8 Cylinder Engine 4.4L,Gasoline,Automatic,AWD,25,16,1,1,0,0,58881
WBAJE5C31HG915321,2017,5 Series,540i Sedan,1,0,0,35339,CA,Black Dakota Leather,Imperial Blue Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,30,20,1,0,0,0,31781
WBAJE5C33HG914770,2017,5 Series,5 Series,1,0,0,21617,CA,Canberra Beige/Black Dakota Leather,Alpine White,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,30,20,1,0,0,1,35881
WBAJE5C52KBM77026,2019,5 Series,540i Sedan,0,0,0,14112,CA,Black Dakota Leather,Dark Graphite Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,29,21,0,0,0,0,40835
WBAJE5C54KBM76976,2019,5 Series,5 Series,0,0,0,21722,CA,Black SensaTec,Jet Black,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,29,21,0,0,0,0,38785
WBAJE5C54KG919467,2019,5 Series,5 Series,0,0,0,19139,CA,Canberra Beige Dakota Leather,Jet Black,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,29,21,0,0,0,0,38910
WBAJE5C55KWW35285,2019,5 Series,5 Series,0,0,0,18004,CA,Black Dakota Leather,Alpine White,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,29,21,1,0,0,0,42945
WBAJE5C55KWW45976,2019,5 Series,5 Series,0,0,0,11958,CA,black nappa leather,Dark Graphite Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,29,21,0,0,0,0,39885
WBAJE5C57JWA95200,2018,5 Series,540i Sedan,0,0,0,35628,CA,Black Dakota Leather,Bluestone Metallic,Straight 6 Cylinder Engine 3.0,Gasoline,Automatic,RWD,30,21,0,0,0,0,32881
WBAJE5C57KG919382,2019,5 Series,540i Sedan,0,0,0,13801,CA,Black Dakota Leather,Black Sapphire Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,29,21,1,0,0,0,42845
WBAJE5C57KG919480,2019,5 Series,5 Series,0,0,0,22438,CA,Black Dakota Leather,Dark Graphite Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,29,21,0,0,0,0,38820
WBAJE5C57KWW40150,2019,5 Series,5 Series,0,0,0,19560,CA,Black Dakota Leather,Jet Black,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,29,21,0,0,0,0,38785
WBAJE5C59KWW38187,2019,5 Series,540i Sedan,0,0,0,20717,CA,Cognac Dakota Leather,Alpine White,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,29,21,1,0,0,0,40895
WBAJE7C37HG886953,2017,5 Series,540i xDrive Sedan,1,0,0,35925,CA,Cognac Dakota Leather,Alpine White,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,AWD,29,20,1,0,0,1,36881
WBAJE7C53KWW39735,2019,5 Series,540i xDrive Sedan,0,0,0,6565,CA,Black Dakota Leather,Glacier Silver Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,AWD,29,21,1,0,0,0,46960
WBXHT3C36J5L33425,2018,X1,X1 xDrive28i,1,0,0,34192,CA,Black SensaTec,Sparkling Brown Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,28995
WBXHT3C37J5F89608,2018,X1,X1 xDrive28i,1,0,0,33845,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,28995
WBXHT3C37J5L25642,2018,X1,X1 xDrive28i,1,0,0,17002,CA,Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,29995
WBXHT3C38J5L24998,2018,X1,X1 xDrive28i,0,0,0,35171,CA,Black SensaTec,Black Sapphire Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,27995
WBXHT3C38J5L28579,2018,X1,X1 xDrive28i,1,0,0,24483,CA,Oyster/Black SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,29995
WBXHT3C39J5L29370,2018,X1,X1 xDrive28i,1,0,0,13926,CA,Black Perforated Dakota Leathe,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,30995
WBXHT3C3XJ5K26538,2018,X1,X1 xDrive28i,1,0,0,28962,CA,Black Perforated Dakota Leathe,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,29995
WBXHT3Z33H4A56713,2017,X1,X1 xDrive28i Br SULEV,0,0,0,29408,CA,Black Perforated Dakota Leathe,Black Sapphire Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,1,0,0,0,26995
WBXHT3Z33J4A66129,2018,X1,X1 xDrive28i Br SULEV,1,0,0,23483,CA,Black SensaTec,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,30995
WBXHT3Z33J4A66356,2018,X1,X1 xDrive28i Br SULEV,1,0,0,18481,CA,Black SensaTec,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,30995
WBXHT3Z37J4A66134,2018,X1,X1 xDrive28i Br SULEV,1,0,0,23653,CA,Black SensaTec,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,29995
WBXHU7C31J5H39345,2018,X1,X1 sDrive28i,1,0,0,41180,CA,Black Perforated Dakota Leathe,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,FWD,32,23,0,0,0,0,23995
WBXHU7C33J5H40481,2018,X1,X1 sDrive28i,1,0,0,34207,CA,Canberra Beige SensaTec,Dark Olive Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,FWD,32,23,0,0,0,0,25995
WBXHU7C33J5H42408,2018,X1,X1 sDrive28i,1,0,0,22996,CA,Black Perforated Dakota Leathe,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,FWD,32,23,1,0,0,0,27995
WBXHU7C34J5H44765,2018,X1,X1 sDrive28i,0,0,0,18505,CA,Black SensaTec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,FWD,32,23,0,0,0,0,25995
WBAJR3C03LCE62224,2020,5 Series,530i Sedan,0,0,0,4461,CA,Black SensaTec,Jet Black,4 Cylinder Engine 2.0L,Gasoline,Automatic,RWD,33,25,0,0,0,0,47880
WBAJS1C07LCD86712,2020,5 Series,5 Series,0,0,0,19309,CA,Cognac Dakota Leather,Jet Black,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,30,22,0,0,0,0,41835
WBAJS1C08LWW81829,2020,5 Series,540i Sedan,0,0,0,4716,CA,Black Dakota Leather,Bluestone Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,30,22,0,0,0,1,54980
WBAWR335X9P343814,2009,3 Series,328i Convertible,0,1,0,65610,CA,Black Dakota Leather,Titanium Silver Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Automatic,RWD,27,17,0,0,0,0,16881
WBS3R9C3XHA014323,2017,4 Series,M4,1,0,1,26922,CA,Opal White Extended Morino,Frozen Silver Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Manual,RWD,26,17,1,1,0,0,61995
WBS8M9C51J5J79813,2018,3 Series,M3,0,0,1,9709,CA,Black Full Merino Leather,Smoked Topaz Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Manual,RWD,22,16,1,1,0,0,58795
WBS8M9C56J5J79449,2018,3 Series,M3,0,0,1,10240,CA,Black Full Merino Leather,Austin Yellow Metallic,Straight 6 Cylinder Engine 3.0L,Gasoline,Manual,RWD,22,16,1,1,0,0,56995
WBSJF0C57JG577443,2018,5 Series,M5 Sedan,0,0,1,1014,CA,Smoke White/Black Merino Leath,Rhodonite Silver Metallic,8 Cylinder Engine 4.4L,Gasoline,Automatic,AWD,21,15,0,0,0,0,88950
WBSJF0C5XKB283632,2019,5 Series,M5,0,0,1,11790,CA,Caramel/Black Full Merino Leather,Imola Red,8 Cylinder Engine 4.4L,Gasoline,Automatic,AWD,21,15,1,1,0,0,96995
WBXHT3C38J5F90802,2018,X1,X1 xDrive28i,1,0,0,42292,CA,Canberra Beige SensaTec,Alpine White,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,23881
WBXHT3Z31H4A58413,2017,X1,X1 xDrive28i Br SULEV,1,0,0,21948,CA,Black Perforated Dakota Leathe,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,1,0,0,0,24881
WBXHT3Z38H4A65388,2017,X1,X1 xDrive28i Br SULEV,1,0,0,14897,CA,Black SensaTec,Mineral Grey Metallic,4 Cylinder Engine 2.0L,Gasoline,Automatic,AWD,31,22,0,0,0,0,25881
